"ID";"Airports";"Periods";"CrossCountryFlights_1";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"EuropeTotal_22";"NorthAmerica_33"
"454";"A045844";"2025MM09";"   51097";"   47492";"   23739";"   23753";" 7046463";" 3552017";" 3494446";" 5325587";"  657001"
"455";"A045844";"2025KW03";"  159184";"  147185";"   73559";"   73626";"22201748";"11147129";"11054619";"16680795";" 2143692"
"456";"A043590";"1997JJ00";"  361910";"  349476";"  174726";"  174750";"31021002";"15496157";"15524845";"20282682";" 4628855"
"457";"A043590";"1998JJ00";"  388218";"  376810";"  188402";"  188408";"33946104";"16899139";"17046965";"22496275";" 4915352"
"458";"A043590";"1999MM01";"   30391";"   29640";"   14816";"   14824";" 2372578";" 1192304";" 1180274";" 1496494";"  334326"
"459";"A043590";"1999MM02";"   28302";"   27526";"   13760";"   13766";" 2332664";" 1157235";" 1175429";" 1534949";"  301060"
"460";"A043590";"1999MM03";"   32595";"   31473";"   15745";"   15728";" 2825328";" 1418232";" 1407096";" 1837844";"  418994"
"461";"A043590";"1999KW01";"   91288";"   88639";"   44321";"   44318";" 7530570";" 3767771";" 3762799";" 4869287";" 1054380"
"462";"A043590";"1999MM04";"   33069";"   32013";"   15999";"   16014";" 2901478";" 1430660";" 1470818";" 1926831";"  427737"
"463";"A043590";"1999MM05";"   35221";"   34133";"   17070";"   17063";" 3263955";" 1635931";" 1628024";" 2231219";"  487429"
"464";"A043590";"1999MM06";"   34707";"   33426";"   16715";"   16711";" 3226738";" 1595150";" 1631588";" 2179958";"  512995"
"465";"A043590";"1999KW02";"  102997";"   99572";"   49784";"   49788";" 9392171";" 4661741";" 4730430";" 6338008";" 1428161"
"466";"A043590";"1999MM07";"   36589";"   35529";"   17754";"   17775";" 3610786";" 1693176";" 1917610";" 2420422";"  538704"
"467";"A043590";"1999MM08";"   36485";"   35625";"   17818";"   17807";" 3709274";" 1937342";" 1771932";" 2461637";"  554157"
"468";"A043590";"1999MM09";"   35656";"   34411";"   17203";"   17208";" 3467185";" 1742014";" 1725171";" 2340328";"  512282"
"469";"A043590";"1999KW03";"  108730";"  105565";"   52775";"   52790";"10787245";" 5372532";" 5414713";" 7222387";" 1605143"
"470";"A043590";"1999MM10";"   36292";"   35126";"   17566";"   17560";" 3449646";" 1738734";" 1710912";" 2300568";"  501679"
"471";"A043590";"1999MM11";"   34169";"   33182";"   16596";"   16586";" 2802951";" 1415707";" 1387244";" 1819948";"  394949"
"472";"A043590";"1999MM12";"   32288";"   31521";"   15799";"   15722";" 2462530";" 1229667";" 1232863";" 1584168";"  351598"
"473";"A043590";"1999KW04";"  102749";"   99829";"   49961";"   49868";" 8715127";" 4384108";" 4331019";" 5704684";" 1248226"
"474";"A043590";"1999JJ00";"  405764";"  393605";"  196841";"  196764";"36425113";"18186152";"18238961";"24134366";" 5335910"
"475";"A043590";"2000MM01";"   33358";"   32537";"   16229";"   16308";" 2490645";" 1243881";" 1246764";" 1582157";"  349329"
"476";"A043590";"2000MM02";"   32989";"   31894";"   15951";"   15943";" 2561520";" 1251605";" 1309915";" 1675373";"  328231"
"477";"A043590";"2000MM03";"   35420";"   34263";"   17127";"   17136";" 3067554";" 1557499";" 1510055";" 2017959";"  432298"
"478";"A043590";"2000KW01";"  101767";"   98694";"   49307";"   49387";" 8119719";" 4052985";" 4066734";" 5275489";" 1109858"
"479";"A043590";"2000MM04";"   35030";"   33815";"   16906";"   16909";" 3226951";" 1582875";" 1644076";" 2142676";"  462896"
"480";"A043590";"2000MM05";"   37911";"   36539";"   18276";"   18263";" 3546493";" 1768981";" 1777512";" 2441992";"  516326"
"481";"A043590";"2000MM06";"   36727";"   35206";"   17603";"   17603";" 3492787";" 1748085";" 1744702";" 2373124";"  545320"
"482";"A043590";"2000KW02";"  109668";"  105560";"   52785";"   52775";"10266231";" 5099941";" 5166290";" 6957792";" 1524542"
"483";"A043590";"2000MM07";"   38287";"   37108";"   18553";"   18555";" 3952263";" 1856012";" 2096251";" 2674616";"  575286"
"484";"A043590";"2000MM08";"   38300";"   37258";"   18626";"   18632";" 3932072";" 2060959";" 1871113";" 2648907";"  562749"
"485";"A043590";"2000MM09";"   36788";"   35496";"   17752";"   17744";" 3720284";" 1857698";" 1862586";" 2533364";"  527122"
"486";"A043590";"2000KW03";"  113375";"  109862";"   54931";"   54931";"11604619";" 5774669";" 5829950";" 7856887";" 1665157"
"487";"A043590";"2000MM10";"   37315";"   36170";"   18087";"   18083";" 3651555";" 1857661";" 1793894";" 2475461";"  495824"
"488";"A043590";"2000MM11";"   34018";"   32902";"   16455";"   16447";" 2914972";" 1467988";" 1446984";" 1901315";"  398413"
"489";"A043590";"2000MM12";"   32546";"   31739";"   15874";"   15865";" 2713514";" 1326896";" 1386618";" 1731137";"  373751"
"490";"A043590";"2000KW04";"  103879";"  100811";"   50416";"   50395";" 9280041";" 4652545";" 4627496";" 6107913";" 1267988"
"491";"A043590";"2000JJ00";"  428689";"  414927";"  207439";"  207488";"39270610";"19580140";"19690470";"26198081";" 5567545"
"492";"A043590";"2001MM01";"   33669";"   32835";"   16416";"   16419";" 2703997";" 1372944";" 1331053";" 1706476";"  360595"
"493";"A043590";"2001MM02";"   31384";"   30436";"   15219";"   15217";" 2591373";" 1267878";" 1323495";" 1698103";"  315078"
"494";"A043590";"2001MM03";"   35662";"   34529";"   17261";"   17268";" 3163748";" 1606317";" 1557431";" 2078101";"  424649"
"495";"A043590";"2001KW01";"  100715";"   97800";"   48896";"   48904";" 8459118";" 4247139";" 4211979";" 5482680";" 1100322"
"496";"A043590";"2001MM04";"   35132";"   34151";"   17081";"   17070";" 3355137";" 1653479";" 1701658";" 2243954";"  472190"
"497";"A043590";"2001MM05";"   38467";"   37255";"   18622";"   18633";" 3613702";" 1802284";" 1811418";" 2516386";"  498546"
"498";"A043590";"2001MM06";"   37382";"   36209";"   18100";"   18109";" 3686773";" 1840121";" 1846652";" 2519289";"  532896"
"499";"A043590";"2001KW02";"  110981";"  107615";"   53803";"   53812";"10655612";" 5295884";" 5359728";" 7279629";" 1503632"
"500";"A043590";"2001MM07";"   39373";"   38386";"   19193";"   19193";" 4098716";" 1931531";" 2167185";" 2804259";"  531701"
"501";"A043590";"2001MM08";"   39329";"   38451";"   19223";"   19228";" 4063517";" 2133641";" 1929876";" 2749663";"  535342"
"502";"A043590";"2001MM09";"   37418";"   36432";"   18219";"   18213";" 3551489";" 1776240";" 1775249";" 2494721";"  402137"
"503";"A043590";"2001KW03";"  116120";"  113269";"   56635";"   56634";"11713722";" 5841412";" 5872310";" 8048643";" 1469180"
"504";"A043590";"2001MM10";"   37554";"   36486";"   18244";"   18242";" 3226663";" 1643771";" 1582892";" 2290737";"  334381"
"505";"A043590";"2001MM11";"   32090";"   31059";"   15532";"   15527";" 2656842";" 1334350";" 1322492";" 1831133";"  291684"
"506";"A043590";"2001MM12";"   31022";"   30227";"   15114";"   15113";" 2597484";" 1266484";" 1331000";" 1710139";"  314131"
"507";"A043590";"2001KW04";"  100666";"   97772";"   48890";"   48882";" 8480989";" 4244605";" 4236384";" 5832009";"  940196"
"508";"A043590";"2001JJ00";"  428482";"  416456";"  208224";"  208232";"39309441";"19629040";"19680401";"26642961";" 5013330"
"509";"A043590";"2002MM01";"   31655";"   30835";"   15409";"   15426";" 2572399";" 1304963";" 1267436";" 1658347";"  309836"
"510";"A043590";"2002MM02";"   29298";"   28453";"   14229";"   14224";" 2596631";" 1278061";" 1318570";" 1755008";"  279642"
"511";"A043590";"2002MM03";"   33488";"   32365";"   16175";"   16190";" 3165225";" 1592617";" 1572608";" 2127732";"  381771"
"512";"A043590";"2002KW01";"   94441";"   91653";"   45813";"   45840";" 8334255";" 4175641";" 4158614";" 5541087";"  971249"
"513";"A043590";"2002MM04";"   34175";"   33107";"   16558";"   16549";" 3303145";" 1601630";" 1701515";" 2312401";"  380914"
"514";"A043590";"2002MM05";"   36835";"   35599";"   17795";"   17804";" 3698247";" 1874934";" 1823313";" 2658970";"  440105"
"515";"A043590";"2002MM06";"   35744";"   34519";"   17257";"   17262";" 3668631";" 1808523";" 1860108";" 2561913";"  482385"
"516";"A043590";"2002KW02";"  106754";"  103225";"   51610";"   51615";"10670023";" 5285087";" 5384936";" 7533284";" 1303404"
"517";"A043590";"2002MM07";"   38056";"   36973";"   18489";"   18484";" 4130433";" 1965535";" 2164898";" 2897866";"  496550"
"518";"A043590";"2002MM08";"   37560";"   36840";"   18419";"   18421";" 4131400";" 2161757";" 1969643";" 2863699";"  506747"
"519";"A043590";"2002MM09";"   36214";"   35111";"   17560";"   17551";" 3864358";" 1922853";" 1941505";" 2717046";"  465062"
"520";"A043590";"2002KW03";"  111830";"  108924";"   54468";"   54456";"12126191";" 6050145";" 6076046";" 8478611";" 1468359"
"521";"A043590";"2002MM10";"   36788";"   35663";"   17830";"   17833";" 3721110";" 1890032";" 1831078";" 2599838";"  448017"
"522";"A043590";"2002MM11";"   32685";"   31670";"   15836";"   15834";" 2892532";" 1455318";" 1437214";" 1932027";"  361689"
"523";"A043590";"2002MM12";"   31046";"   30250";"   15136";"   15114";" 2843451";" 1385381";" 1458070";" 1836464";"  381431"
"524";"A043590";"2002KW04";"  100519";"   97583";"   48802";"   48781";" 9457093";" 4730731";" 4726362";" 6368329";" 1191137"
"525";"A043590";"2002JJ00";"  413544";"  401385";"  200693";"  200692";"40587562";"20241604";"20345958";"27921311";" 4934149"
"526";"A043590";"2003MM01";"   31342";"   30549";"   15257";"   15292";" 2747502";" 1394786";" 1352716";" 1754994";"  352839"
"527";"A043590";"2003MM02";"   29540";"   28780";"   14392";"   14388";" 2668775";" 1310574";" 1358201";" 1794268";"  297485"
"528";"A043590";"2003MM03";"   33536";"   32562";"   16288";"   16274";" 3018602";" 1535286";" 1483316";" 2071769";"  363114"
"529";"A043590";"2003KW01";"   94418";"   91891";"   45937";"   45954";" 8434879";" 4240646";" 4194233";" 5621031";" 1013438"
"530";"A043590";"2003MM04";"   32563";"   31560";"   15786";"   15774";" 3013392";" 1455492";" 1557900";" 2156829";"  343541"
"531";"A043590";"2003MM05";"   34976";"   33896";"   16928";"   16968";" 3393657";" 1704497";" 1689160";" 2490478";"  399423"
"532";"A043590";"2003MM06";"   34593";"   33511";"   16765";"   16746";" 3544233";" 1745817";" 1798416";" 2548756";"  441600"
"533";"A043590";"2003KW02";"  102132";"   98967";"   49479";"   49488";" 9951282";" 4905806";" 5045476";" 7196063";" 1184564"
"534";"A043590";"2003MM07";"   36914";"   36036";"   18012";"   18024";" 4075832";" 1933355";" 2142477";" 2886991";"  472350"
"535";"A043590";"2003MM08";"   36528";"   35722";"   17863";"   17859";" 4032923";" 2130647";" 1902276";" 2797706";"  474121"
"536";"A043590";"2003MM09";"   35593";"   34508";"   17253";"   17255";" 3734509";" 1852305";" 1882204";" 2628432";"  439311"
"537";"A043590";"2003KW03";"  109035";"  106266";"   53128";"   53138";"11843264";" 5916307";" 5926957";" 8313129";" 1385782"
"538";"A043590";"2003MM10";"   36245";"   35108";"   17551";"   17557";" 3761285";" 1908245";" 1853040";" 2631320";"  424828"
"539";"A043590";"2003MM11";"   32034";"   31054";"   15531";"   15523";" 2970090";" 1489005";" 1481085";" 1980956";"  352230"
"540";"A043590";"2003MM12";"   30512";"   29710";"   14886";"   14824";" 2847849";" 1389921";" 1457928";" 1835351";"  356309"
"541";"A043590";"2003KW04";"   98791";"   95872";"   47968";"   47904";" 9579224";" 4787171";" 4792053";" 6447627";" 1133367"
"542";"A043590";"2003JJ00";"  404376";"  392996";"  196512";"  196484";"39808649";"19849930";"19958719";"27577850";" 4717151"
"543";"A043590";"2004MM01";"   30477";"   29762";"   14849";"   14913";" 2741680";" 1386421";" 1355259";" 1712817";"  339284"
"544";"A043590";"2004MM02";"   30155";"   29361";"   14681";"   14680";" 2830639";" 1394302";" 1436337";" 1871583";"  304170"
"545";"A043590";"2004MM03";"   33791";"   32726";"   16366";"   16360";" 3257673";" 1656357";" 1601316";" 2172871";"  391921"
"546";"A043590";"2004KW01";"   94423";"   91849";"   45896";"   45953";" 8829992";" 4437080";" 4392912";" 5757271";" 1035375"
"547";"A043590";"2004MM04";"   33695";"   32678";"   16335";"   16343";" 3480085";" 1693564";" 1786521";" 2380283";"  431104"
"548";"A043590";"2004MM05";"   36903";"   35697";"   17851";"   17846";" 3843271";" 1932881";" 1910390";" 2729841";"  467876"
"549";"A043590";"2004MM06";"   36061";"   34865";"   17426";"   17439";" 3796961";" 1893565";" 1903396";" 2662991";"  485477"
"550";"A043590";"2004KW02";"  106659";"  103240";"   51612";"   51628";"11120317";" 5520010";" 5600307";" 7773115";" 1384457"
"551";"A043590";"2004MM07";"   37832";"   36912";"   18449";"   18463";" 4337767";" 2033995";" 2303772";" 3039462";"  508639"
"552";"A043590";"2004MM08";"   37520";"   36696";"   18353";"   18343";" 4243630";" 2223513";" 2020117";" 2935092";"  505707"
"553";"A043590";"2004MM09";"   36625";"   35330";"   17671";"   17659";" 3927202";" 1954521";" 1972681";" 2731010";"  471966"
"554";"A043590";"2004KW03";"  111977";"  108938";"   54473";"   54465";"12508599";" 6212029";" 6296570";" 8705564";" 1486312"
"555";"A043590";"2004MM10";"   37678";"   36481";"   18242";"   18239";" 3915296";" 1979928";" 1935368";" 2714635";"  452577"
"556";"A043590";"2004MM11";"   32627";"   31646";"   15828";"   15818";" 3087396";" 1545102";" 1542294";" 2017426";"  381602"
"557";"A043590";"2004MM12";"   31534";"   30584";"   15319";"   15265";" 2963792";" 1445136";" 1518656";" 1866050";"  398678"
"558";"A043590";"2004KW04";"  101839";"   98711";"   49389";"   49322";" 9966484";" 4970166";" 4996318";" 6598111";" 1232857"
"559";"A043590";"2004JJ00";"  414898";"  402738";"  201370";"  201368";"42425392";"21139285";"21286107";"28834061";" 5139001"
"560";"A043590";"2005MM01";"   31259";"   30353";"   15147";"   15206";" 2955792";" 1488217";" 1467575";" 1826971";"  379849"
"561";"A043590";"2005MM02";"   29473";"   28579";"   14289";"   14290";" 2829925";" 1407350";" 1422575";" 1829433";"  329740"
"562";"A043590";"2005MM03";"   32777";"   31827";"   15912";"   15915";" 3281195";" 1646577";" 1634618";" 2137360";"  422085"
"563";"A043590";"2005KW01";"   93509";"   90759";"   45348";"   45411";" 9066912";" 4542144";" 4524768";" 5793764";" 1131674"
"564";"A043590";"2005MM04";"   34906";"   33739";"   16862";"   16877";" 3548011";" 1735488";" 1812523";" 2388567";"  452401"
"565";"A043590";"2005MM05";"   37799";"   36673";"   18344";"   18329";" 4059648";" 2027863";" 2031785";" 2867159";"  501468"
"566";"A043590";"2005MM06";"   36606";"   35239";"   17622";"   17617";" 3941175";" 1952478";" 1988697";" 2724670";"  519154"
"567";"A043590";"2005KW02";"  109311";"  105651";"   52828";"   52823";"11548834";" 5715829";" 5833005";" 7980396";" 1473023"
"568";"A043590";"2005MM07";"   38212";"   37256";"   18620";"   18636";" 4528594";" 2122109";" 2406485";" 3134037";"  552955"
"569";"A043590";"2005MM08";"   38182";"   37282";"   18647";"   18635";" 4433151";" 2319924";" 2113227";" 3050034";"  538359"
"570";"A043590";"2005MM09";"   36881";"   35712";"   17861";"   17851";" 4145737";" 2069173";" 2076564";" 2875493";"  505014"
"571";"A043590";"2005KW03";"  113275";"  110250";"   55128";"   55122";"13107482";" 6511206";" 6596276";" 9059564";" 1596328"
"572";"A043590";"2005MM10";"   37503";"   36321";"   18166";"   18155";" 4077132";" 2064136";" 2012996";" 2848214";"  461448"
"573";"A043590";"2005MM11";"   32582";"   31482";"   15736";"   15746";" 3198519";" 1594271";" 1604248";" 2097811";"  378350"
"574";"A043590";"2005MM12";"   31084";"   30131";"   15089";"   15042";" 3078660";" 1499625";" 1579035";" 1966719";"  383406"
"575";"A043590";"2005KW04";"  101169";"   97934";"   48991";"   48943";"10354311";" 5158032";" 5196279";" 6912744";" 1223204"
"576";"A043590";"2005JJ00";"  417264";"  404594";"  202295";"  202299";"44077539";"21927211";"22150328";"29746468";" 5424229"
"577";"A043590";"2006MM01";"   31271";"   30299";"   15130";"   15169";" 3028207";" 1529682";" 1498525";" 1887313";"  371176"
"578";"A043590";"2006MM02";"   29164";"   28403";"   14201";"   14202";" 2858444";" 1408888";" 1449556";" 1864229";"  305549"
"579";"A043590";"2006MM03";"   34129";"   33044";"   16522";"   16522";" 3399315";" 1715453";" 1683862";" 2226476";"  413688"
"580";"A043590";"2006KW01";"   94564";"   91746";"   45853";"   45893";" 9285966";" 4654023";" 4631943";" 5978018";" 1090413"
"581";"A043590";"2006MM04";"   35799";"   34698";"   17345";"   17353";" 3808994";" 1861980";" 1947014";" 2588631";"  456343"
"582";"A043590";"2006MM05";"   39444";"   38146";"   19075";"   19071";" 4176097";" 2091783";" 2084314";" 2962123";"  494110"
"583";"A043590";"2006MM06";"   38852";"   37526";"   18761";"   18765";" 4228327";" 2110234";" 2118093";" 2965843";"  514221"
"584";"A043590";"2006KW02";"  114095";"  110370";"   55181";"   55189";"12213418";" 6063997";" 6149421";" 8516597";" 1464674"
"585";"A043590";"2006MM07";"   40336";"   39290";"   19649";"   19641";" 4744439";" 2219591";" 2524848";" 3331417";"  535846"
"586";"A043590";"2006MM08";"   40077";"   39036";"   19516";"   19520";" 4608170";" 2417135";" 2191035";" 3198583";"  524341"
"587";"A043590";"2006MM09";"   38804";"   37521";"   18760";"   18761";" 4295374";" 2151366";" 2144008";" 3002208";"  496520"
"588";"A043590";"2006KW03";"  119217";"  115847";"   57925";"   57922";"13647983";" 6788092";" 6859891";" 9532208";" 1556707"
"589";"A043590";"2006MM10";"   39598";"   38413";"   19212";"   19201";" 4201473";" 2118890";" 2082583";" 2921557";"  472517"
"590";"A043590";"2006MM11";"   35503";"   34346";"   17187";"   17159";" 3353275";" 1683436";" 1669839";" 2229054";"  377671"
"591";"A043590";"2006MM12";"   33289";"   32400";"   16216";"   16184";" 3286851";" 1598572";" 1688279";" 2109827";"  398913"
"592";"A043590";"2006KW04";"  108390";"  105159";"   52615";"   52544";"10841599";" 5400898";" 5440701";" 7260438";" 1249101"
"593";"A043590";"2006JJ00";"  436266";"  423122";"  211574";"  211548";"45988966";"22907010";"23081956";"31287261";" 5360895"
"594";"A043590";"2007MM01";"   33704";"   32686";"   16326";"   16360";" 3169889";" 1615134";" 1554755";" 1993371";"  373849"
"595";"A043590";"2007MM02";"   31910";"   30915";"   15458";"   15457";" 3051720";" 1504093";" 1547627";" 2014433";"  312404"
"596";"A043590";"2007MM03";"   36626";"   35459";"   17730";"   17729";" 3695426";" 1874996";" 1820430";" 2465479";"  421201"
"597";"A043590";"2007KW01";"  102240";"   99060";"   49514";"   49546";" 9917035";" 4994223";" 4922812";" 6473283";" 1107454"
"598";"A043590";"2007MM04";"   37247";"   36079";"   18042";"   18037";" 3905501";" 1914054";" 1991447";" 2685778";"  458489"
"599";"A043590";"2007MM05";"   40732";"   39509";"   19749";"   19760";" 4296458";" 2160655";" 2135803";" 3050454";"  509286"
"600";"A043590";"2007MM06";"   39390";"   38054";"   19025";"   19029";" 4246247";" 2114293";" 2131954";" 2960451";"  520445"
"601";"A043590";"2007KW02";"  117369";"  113642";"   56816";"   56826";"12448206";" 6189002";" 6259204";" 8696683";" 1488220"
"602";"A043590";"2007MM07";"   41739";"   40464";"   20230";"   20234";" 4921849";" 2307792";" 2614057";" 3459722";"  560612"
"603";"A043590";"2007MM08";"   41107";"   40136";"   20070";"   20066";" 4821446";" 2543312";" 2278134";" 3350716";"  560496"
"604";"A043590";"2007MM09";"   39108";"   37832";"   18911";"   18921";" 4425064";" 2211075";" 2213989";" 3086664";"  528943"
"605";"A043590";"2007KW03";"  121954";"  118432";"   59211";"   59221";"14168359";" 7062179";" 7106180";" 9897102";" 1650051"
"606";"A043590";"2007MM10";"   39998";"   38653";"   19331";"   19322";" 4379099";" 2213959";" 2165140";" 3027094";"  508803"
"607";"A043590";"2007MM11";"   35070";"   33886";"   16945";"   16941";" 3472889";" 1745839";" 1727050";" 2288084";"  411779"
"608";"A043590";"2007MM12";"   33240";"   32299";"   16170";"   16129";" 3359160";" 1644613";" 1714547";" 2134644";"  433611"
"609";"A043590";"2007KW04";"  108308";"  104838";"   52446";"   52392";"11211148";" 5604411";" 5606737";" 7449822";" 1354193"
"610";"A043590";"2007JJ00";"  449871";"  435972";"  217987";"  217985";"47744748";"23849815";"23894933";"32516890";" 5599918"
"611";"A043590";"2008MM01";"   33619";"   32519";"   16224";"   16295";" 3200944";" 1625090";" 1575854";" 2002811";"  391454"
"612";"A043590";"2008MM02";"   32255";"   31213";"   15608";"   15605";" 3153170";" 1559515";" 1593655";" 2070274";"  338428"
"613";"A043590";"2008MM03";"   35444";"   34207";"   17099";"   17108";" 3741498";" 1891982";" 1849516";" 2458467";"  444650"
"614";"A043590";"2008KW01";"  101318";"   97939";"   48931";"   49008";"10095612";" 5076587";" 5019025";" 6531552";" 1174532"
"615";"A043590";"2008MM04";"   37413";"   36218";"   18105";"   18113";" 3918719";" 1878915";" 2039804";" 2647271";"  477488"
"616";"A043590";"2008MM05";"   40482";"   39172";"   19583";"   19589";" 4403449";" 2260285";" 2143164";" 3063829";"  554222"
"617";"A043590";"2008MM06";"   39731";"   38202";"   19103";"   19099";" 4400407";" 2163721";" 2236686";" 3029210";"  571774"
"618";"A043590";"2008KW02";"  117626";"  113592";"   56791";"   56801";"12722575";" 6302921";" 6419654";" 8740310";" 1603484"
"619";"A043590";"2008MM07";"   40917";"   39759";"   19869";"   19890";" 4847473";" 2321201";" 2526272";" 3328794";"  600306"
"620";"A043590";"2008MM08";"   40059";"   39114";"   19554";"   19560";" 4716136";" 2490123";" 2226013";" 3197701";"  604419"
"621";"A043590";"2008MM09";"   38727";"   37471";"   18742";"   18729";" 4297440";" 2151099";" 2146341";" 2957380";"  554108"
"622";"A043590";"2008KW03";"  119703";"  116344";"   58165";"   58179";"13861049";" 6962423";" 6898626";" 9483875";" 1758833"
"623";"A043590";"2008MM10";"   39201";"   38090";"   19045";"   19045";" 4272253";" 2159699";" 2112554";" 2886507";"  530774"
"624";"A043590";"2008MM11";"   32913";"   32029";"   16014";"   16015";" 3271834";" 1648293";" 1623541";" 2109255";"  393225"
"625";"A043590";"2008MM12";"   31104";"   30338";"   15191";"   15147";" 3168388";" 1553743";" 1614645";" 1973801";"  421975"
"626";"A043590";"2008KW04";"  103218";"  100457";"   50250";"   50207";"10712475";" 5361735";" 5350740";" 6969563";" 1345974"
"627";"A043590";"2008JJ00";"  441865";"  428332";"  214137";"  214195";"47391711";"23703666";"23688045";"31725300";" 5882823"
"628";"A043590";"2009MM01";"   30635";"   29843";"   14886";"   14957";" 2911748";" 1484402";" 1427346";" 1770284";"  369811"
"629";"A043590";"2009MM02";"   28408";"   27555";"   13775";"   13780";" 2720999";" 1349352";" 1371647";" 1761430";"  283725"
"630";"A043590";"2009MM03";"   32379";"   31503";"   15757";"   15746";" 3199918";" 1623572";" 1576346";" 2085984";"  372212"
"631";"A043590";"2009KW01";"   91422";"   88901";"   44418";"   44483";" 8832665";" 4457326";" 4375339";" 5617698";" 1025748"
"632";"A043590";"2009MM04";"   34185";"   33256";"   16629";"   16627";" 3672623";" 1788469";" 1884154";" 2463559";"  445827"
"633";"A043590";"2009MM05";"   36295";"   35264";"   17631";"   17633";" 3892013";" 1982098";" 1909915";" 2705907";"  483044"
"634";"A043590";"2009MM06";"   35406";"   34308";"   17152";"   17156";" 3850845";" 1934577";" 1916268";" 2639673";"  499957"
"635";"A043590";"2009KW02";"  105886";"  102828";"   51412";"   51416";"11415481";" 5705144";" 5710337";" 7809139";" 1428828"
"636";"A043590";"2009MM07";"   37616";"   36666";"   18323";"   18343";" 4532467";" 2130115";" 2402352";" 3109369";"  530073"
"637";"A043590";"2009MM08";"   37121";"   36372";"   18193";"   18179";" 4484739";" 2381512";" 2103227";" 3037777";"  535393"
"638";"A043590";"2009MM09";"   35147";"   34184";"   17091";"   17093";" 4014972";" 2017934";" 1997038";" 2752356";"  481862"
"639";"A043590";"2009KW03";"  109884";"  107222";"   53607";"   53615";"13032178";" 6529561";" 6502617";" 8899502";" 1547328"
"640";"A043590";"2009MM10";"   35291";"   34315";"   17151";"   17164";" 3983758";" 2012119";" 1971639";" 2677612";"  463492"
"641";"A043590";"2009MM11";"   30709";"   29820";"   14922";"   14898";" 3158459";" 1593790";" 1564669";" 2049798";"  354377"
"642";"A043590";"2009MM12";"   28934";"   28179";"   14114";"   14065";" 3100569";" 1528222";" 1572347";" 1936722";"  383384"
"643";"A043590";"2009KW04";"   94934";"   92314";"   46187";"   46127";"10242786";" 5134131";" 5108655";" 6664132";" 1201253"
"644";"A043590";"2009JJ00";"  402126";"  391265";"  195624";"  195641";"43523110";"21826162";"21696948";"28990471";" 5203157"
"645";"A043590";"2010MM01";"   29186";"   28470";"   14207";"   14263";" 2935404";" 1489035";" 1446369";" 1784929";"  348767"
"646";"A043590";"2010MM02";"   27839";"   27102";"   13550";"   13552";" 2855719";" 1416049";" 1439670";" 1847977";"  286262"
"647";"A043590";"2010MM03";"   32397";"   31373";"   15688";"   15685";" 3465611";" 1762140";" 1703471";" 2249379";"  386175"
"648";"A043590";"2010KW01";"   89422";"   86945";"   43445";"   43500";" 9256734";" 4667224";" 4589510";" 5882285";" 1021204"
"649";"A043590";"2010MM04";"   27514";"   26687";"   13333";"   13354";" 3006985";" 1472647";" 1534338";" 1950351";"  370691"
"650";"A043590";"2010MM05";"   35594";"   34623";"   17314";"   17309";" 4095110";" 2068682";" 2026428";" 2805648";"  488555"
"651";"A043590";"2010MM06";"   35506";"   34346";"   17178";"   17168";" 4104793";" 2058823";" 2045970";" 2748330";"  528117"
"652";"A043590";"2010KW02";"   98614";"   95656";"   47825";"   47831";"11206888";" 5600152";" 5606736";" 7504329";" 1387363"
"653";"A043590";"2010MM07";"   38009";"   37036";"   18505";"   18531";" 4730788";" 2235501";" 2495287";" 3179518";"  561555"
"654";"A043590";"2010MM08";"   37601";"   36728";"   18370";"   18358";" 4642726";" 2468269";" 2174457";" 3120870";"  558618"
"655";"A043590";"2010MM09";"   35697";"   34583";"   17292";"   17291";" 4246919";" 2129844";" 2117075";" 2879591";"  504155"
"656";"A043590";"2010KW03";"  111307";"  108347";"   54167";"   54180";"13620433";" 6833614";" 6786819";" 9179979";" 1624328"
"657";"A043590";"2010MM10";"   36530";"   35453";"   17727";"   17726";" 4308032";" 2179048";" 2128984";" 2905747";"  489656"
"658";"A043590";"2010MM11";"   32321";"   31417";"   15715";"   15702";" 3508154";" 1777568";" 1730586";" 2293615";"  380958"
"659";"A043590";"2010MM12";"   29220";"   28498";"   14262";"   14236";" 3236641";" 1602991";" 1633650";" 2006306";"  393385"
"660";"A043590";"2010KW04";"   98071";"   95368";"   47704";"   47664";"11052827";" 5559607";" 5493220";" 7205668";" 1263999"
"661";"A043590";"2010JJ00";"  397414";"  386316";"  193141";"  193175";"45136882";"22660597";"22476285";"29772261";" 5296894"
"662";"A043590";"2011MM01";"   31233";"   30363";"   15163";"   15200";" 3257275";" 1658258";" 1599017";" 2016202";"  360011"
"663";"A043590";"2011MM02";"   28891";"   28048";"   14027";"   14021";" 3045631";" 1511230";" 1534401";" 2013665";"  288556"
"664";"A043590";"2011MM03";"   33910";"   32878";"   16439";"   16439";" 3657692";" 1862668";" 1795024";" 2454087";"  386726"
"665";"A043590";"2011KW01";"   94034";"   91289";"   45629";"   45660";" 9960598";" 5032156";" 4928442";" 6483954";" 1035293"
"666";"A043590";"2011MM04";"   36349";"   35292";"   17639";"   17653";" 4125747";" 2035770";" 2089977";" 2828147";"  456210"
