Carrier,Year,Total Departures,Total Passengers,Total Seats,Total Load Factor (%),Total Passengers/Flight,Total Seats/Flight,Total Distance/Flight (sm),Total Distance/Passenger (sm),Total Payload (lbs),Total Freight (lbs),Total Mail (lbs),Domestic Departures,Domestic Passengers,Domestic Seats,Domestic Load Factor (%),Domestic Passengers/Flight,Domestic Seats/Flight,Domestic Distance/Flight (sm),Domestic Distance/Passenger (sm),Domestic Payload (lbs),Domestic Freight (lbs),Domestic Mail (lbs),Outbound International Departures,Outbound International Passengers,Outbound International Seats,Outbound International Load Factor (%),Outbound International Passengers/Flight,Outbound International Seats/Flight,Outbound International Distance/Flight (sm),Outbound International Distance/Passenger (sm),Outbound International Payload (lbs),Outbound International Freight (lbs),Outbound International Mail (lbs),Inbound International Departures,Inbound International Passengers,Inbound International Seats,Inbound International Load Factor (%),Inbound International Passengers/Flight,Inbound International Seats/Flight,Inbound International Distance/Flight (sm),Inbound International Distance/Passenger (sm),Inbound International Payload (lbs),Inbound International Freight (lbs),Inbound International Mail (lbs)
Sky Lease Cargo,2023,800,0,0,0,0,0,"3,687.81",0,"218,640,000.00","98,453,676.00",0,291,0,0,0,0,0,"2,501.11",0,"79,530,300.00","35,420,119.00",0,261,0,0,0,0,0,"4,744.00",0,"71,331,300.00","11,902,296.00",0,248,0,0,0,0,0,"3,968.72",0,"67,778,400.00","51,131,261.00",0
SkyLink Express Inc.,2023,74,0,0,0,0,0,429.7,0,"391,229.00","51,297.00",0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,433.51,0,"195,614.00","41,924.00",0,37,0,0,0,0,0,425.89,0,"195,615.00","9,373.00",0
SkyWest Airlines Inc.,2023,"701,689.00","38,545,851.00","48,118,391.00",80.1,54.93,68.58,451.82,470.41,"12,075,200,788.00",0,0,"678,515.00","37,094,047.00","46,425,822.00",79.9,54.67,68.42,450.38,469.29,"11,632,412,556.00",0,0,"11,584.00","730,063.00","846,062.00",86.3,63.02,73.04,493.89,498.65,"221,716,130.00",0,0,"11,590.00","721,741.00","846,507.00",85.3,62.27,73.04,494.4,499.35,"221,072,102.00",0,0
Skyfirst Limited,2023,47,185,630,29.4,3.94,13.4,"3,339.02","3,786.22","255,698.00",0,0,12,27,129,20.9,2.25,10.75,740.58,945.22,"52,950.00",0,0,17,82,243,33.7,4.82,14.29,"4,274.82","4,354.87","98,930.00",0,0,18,76,258,29.5,4.22,14.33,"4,187.50","4,181.97","103,818.00",0,0
Smokey Bay Air Inc.,2023,"9,284.00","18,513.00","46,488.00",39.8,1.99,5.01,18.8,18.92,"12,454,830.00","583,264.00","238,543.00","9,284.00","18,513.00","46,488.00",39.8,1.99,5.01,18.8,18.92,"12,454,830.00","583,264.00","238,543.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Southern Airways Express, dba Mokulele Airlines",2023,"74,377.00","430,379.00","686,487.00",62.7,5.79,9.23,111.87,99.2,"274,336,000.00",0,0,"74,377.00","430,379.00","686,487.00",62.7,5.79,9.23,111.87,99.2,"274,336,000.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southwest Airlines Co.,2023,"1,459,654.00","176,449,105.00","231,444,058.00",76.2,120.88,158.56,729.69,772.39,"56,750,250,800.00","264,714,402.00","2,499,850.00","1,427,856.00","172,188,646.00","226,487,632.00",76,120.59,158.62,723.06,765.33,"55,537,479,200.00","263,953,688.00","2,499,850.00","15,899.00","2,137,991.00","2,478,133.00",86.3,134.47,155.87,"1,027.55","1,055.17","606,363,800.00","391,326.00",0,"15,899.00","2,122,468.00","2,478,293.00",85.6,133.5,155.88,"1,026.92","1,060.19","606,407,800.00","369,388.00",0
Sparfell Luftfahrt GmbH,2023,77,260,989,26.3,3.38,12.84,"3,297.10","3,332.25","193,454.00",0,0,2,4,26,15.4,2,13,560.5,75,"5,258.00",0,0,38,120,489,24.5,3.16,12.87,"3,391.29","3,137.98","95,505.00",0,0,37,136,474,28.7,3.68,12.81,"3,348.30","3,599.47","92,691.00",0,0
Sparfell Malta Ltd,2023,41,97,484,20,2.37,11.8,"2,721.78","3,418.69","521,460.00",0,0,9,11,121,9.1,1.22,13.44,670.67,"1,688.27","288,591.00",0,0,16,44,182,24.2,2.75,11.38,"3,502.13","3,617.68","118,785.00",0,0,16,42,181,23.2,2.63,11.31,"3,095.19","3,663.43","114,084.00",0,0
Spernak Airways Inc.,2023,"3,543.00","5,275.00","17,602.00",30,1.49,4.97,42.61,42.06,"3,540,275.00","678,314.00","48,415.00","3,543.00","5,275.00","17,602.00",30,1.49,4.97,42.61,42.06,"3,540,275.00","678,314.00","48,415.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Air Lines,2023,"296,262.00","44,103,276.00","54,867,297.00",80.4,148.87,185.2,"1,012.12","1,025.49","10,973,459,400.00",0,0,"260,133.00","39,011,352.00","48,071,004.00",81.2,149.97,184.79,"1,000.20","1,014.69","9,614,200,800.00",0,0,"18,080.00","2,470,962.00","3,401,067.00",72.7,136.67,188.11,"1,098.00","1,112.48","680,213,400.00",0,0,"18,049.00","2,620,962.00","3,395,226.00",77.2,145.21,188.11,"1,097.92","1,104.20","679,045,200.00",0,0
Star Marianas Air Inc.,2023,"24,546.00","71,956.00","141,052.00",51,2.93,5.75,26.86,28.8,"34,219,776.00","2,170,694.00",0,"24,546.00","71,956.00","141,052.00",51,2.93,5.75,26.86,28.8,"34,219,776.00","2,170,694.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Country Airlines d/b/a MN Airlines,2023,"48,837.00","4,860,826.00","6,604,304.00",73.6,99.53,135.23,"1,082.92","1,206.78","2,307,542,262.00","320,143,088.00","40,453.00","44,973.00","4,347,806.00","5,903,202.00",73.7,96.68,131.26,"1,049.26","1,164.25","2,132,833,212.00","320,142,267.00","40,453.00","1,936.00","259,047.00","351,600.00",73.7,133.81,181.61,"1,476.82","1,569.21","87,557,382.00",821,0,"1,928.00","253,973.00","349,502.00",72.7,131.73,181.28,"1,472.37","1,565.23","87,151,668.00",0,0
Sunwing Airlines Inc.,2023,255,"32,286.00","48,195.00",67,126.61,189,"1,126.35","1,142.74","6,829,080.00",0,0,0,0,0,0,0,0,0,0,0,0,0,130,"16,683.00","24,570.00",67.9,128.33,189,"1,125.81","1,139.83","3,546,105.00",0,0,125,"15,603.00","23,625.00",66,124.82,189,"1,126.90","1,145.86","3,282,975.00",0,0
Surinam Airways Limited,2023,325,"37,940.00","48,425.00",78.3,116.74,149,"1,896.98","1,946.72","11,269,150.00",0,0,0,0,0,0,0,0,0,0,0,0,0,162,"18,793.00","24,138.00",77.9,116.01,149,"1,896.75","1,950.23","5,625,093.00",0,0,163,"19,147.00","24,287.00",78.8,117.47,149,"1,897.20","1,943.28","5,644,057.00",0,0
Svenskt Industriflyg AB,2023,40,123,468,26.3,3.08,11.7,"2,637.30","2,760.00","201,696.00",0,0,7,7,41,17.1,1,5.86,"1,057.14",523.86,"12,740.00",0,0,15,50,200,25,3.33,13.33,"3,062.40","3,077.24","91,472.00",0,0,18,66,227,29.1,3.67,12.61,"2,897.56","2,756.83","97,484.00",0,0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2023,"18,073.00","617,776.00","2,003,564.00",30.8,34.18,110.86,736.13,784.22,"631,949,082.00","12,197,929.00",0,"12,510.00","279,647.00","1,154,561.00",24.2,22.35,92.29,733.87,766.62,"442,115,310.00","12,197,929.00",0,"2,780.00","228,860.00","424,277.00",53.9,82.32,152.62,719.08,933.3,"94,838,970.00",0,0,"2,783.00","109,269.00","424,726.00",25.7,39.26,152.61,763.29,517.03,"94,994,802.00",0,0
Swiss Air Ambulance,2023,28,67,308,21.8,2.39,11,"2,487.50","2,489.60","146,249.00",0,0,4,9,44,20.5,2.25,11,"1,345.75","1,374.56","37,123.00",0,0,15,36,165,21.8,2.4,11,"2,435.80","2,392.33","90,372.00",0,0,9,22,99,22.2,2.44,11,"3,081.11","3,104.91","18,754.00",0,0
Swiss International Airlines,2023,"7,752.00","1,699,218.00","2,047,752.00",83,219.2,264.16,"4,433.58","4,548.22","845,207,621.00","158,758,799.00",0,1,269,320,84.1,269,320,337,337,"133,980.00","46,262.00",0,"3,870.00","855,194.00","1,022,218.00",83.7,220.98,264.14,"4,434.49","4,542.24","421,899,472.00","54,040,743.00",0,"3,881.00","843,755.00","1,025,214.00",82.3,217.41,264.16,"4,433.73","4,555.62","423,174,169.00","104,671,794.00",0
Swiss Private Jet S.A.,2023,34,91,416,21.9,2.68,12.24,"3,034.53","3,060.26","170,200.00",0,0,8,16,78,20.5,2,9.75,651.88,584.75,"33,000.00",0,0,13,37,169,21.9,2.85,13,"3,769.62","3,793.95","68,600.00",0,0,13,38,169,22.5,2.92,13,"3,765.69","3,388.21","68,600.00",0,0
TAG Aviation (Malta) Ltd.,2023,12,19,168,11.3,1.58,14,"3,286.50","3,404.63","80,373.00",0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,98,11.2,1.57,14,"3,659.43","4,252.82","46,788.00",0,0,5,8,70,11.4,1.6,14,"2,764.40","2,238.38","33,585.00",0,0
TAG Aviation (UK) Ltd.,2023,6,20,84,23.8,3.33,14,"3,314.00","3,569.65","35,918.00",0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,42,26.2,3.67,14,"3,041.33","2,831.27","17,959.00",0,0,3,9,42,21.4,3,14,"3,586.67","4,472.11","17,959.00",0,0
TAM Linhas Aereas SA dba Latam Airlines Brasil,2023,"2,982.00","847,813.00","1,027,895.00",82.5,284.31,344.7,"4,382.74","4,389.34","384,719,099.00","66,227,898.00",0,9,704,820,85.9,78.22,91.11,795.67,95.08,"1,023,753.00","111,865.00",0,"1,484.00","415,508.00","513,249.00",81,279.99,345.86,"4,395.47","4,390.20","192,108,122.00","20,687,733.00",0,"1,489.00","431,601.00","513,826.00",84,289.86,345.08,"4,391.74","4,395.52","191,587,224.00","45,428,300.00",0
TAP-TAP Air Portugal,2023,"6,435.00","1,143,654.00","1,380,403.00",82.8,177.72,214.51,"3,648.84","3,750.37","402,868,620.00","35,111,070.00",0,7,"1,240.00","1,398.00",88.7,177.14,199.71,109.57,98.98,"528,000.00","72,098.00",0,"3,213.00","561,273.00","688,590.00",81.5,174.69,214.31,"3,653.69","3,758.97","207,836,200.00","13,063,552.00",0,"3,215.00","581,141.00","690,415.00",84.2,180.76,214.75,"3,651.70","3,749.85","194,504,420.00","21,975,420.00",0
TEM Enterprises dba  Avelo Airlines,2023,"17,824.00","2,301,133.00","3,006,202.00",76.5,129.1,168.66,791.15,808.1,"810,643,900.00",0,0,"17,753.00","2,296,410.00","2,992,783.00",76.7,129.35,168.58,789.59,806.78,"807,021,000.00",0,0,36,"2,458.00","6,804.00",36.1,68.28,189,"1,187.19","1,432.05","1,834,200.00",0,0,35,"2,265.00","6,615.00",34.2,64.71,189,"1,178.49","1,463.85","1,788,700.00",0,0
Taca International Airlines,2023,"11,538.00","1,657,136.00","2,063,692.00",80.3,143.62,178.86,"1,866.60","1,890.24","482,456,788.00","9,383,637.00",0,1,85,180,47.2,85,180,192,192,"36,835.00",0,0,"5,766.00","829,739.00","1,028,134.00",80.7,143.9,178.31,"1,867.01","1,899.40","238,022,048.00","1,382,991.00",0,"5,771.00","827,312.00","1,035,378.00",79.9,143.36,179.41,"1,866.49","1,881.24","244,397,905.00","8,000,646.00",0
"Tailwind Air, LLC",2023,"1,290.00","5,365.00","11,390.00",47.1,4.16,8.83,356.85,405.15,"3,764,068.00",0,0,"1,240.00","5,089.00","10,955.00",46.5,4.1,8.83,324.3,362.18,"3,601,228.00",0,0,25,146,216,67.6,5.84,8.64,"1,202.16","1,217.71","83,090.00",0,0,25,130,219,59.4,5.2,8.76,"1,126.28","1,174.60","79,750.00",0,0
Talofa Airways Limited,2023,"3,870.00","26,979.00","34,830.00",77.5,6.97,9,96,95.41,"8,032,530.00","65,340.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,937.00","13,288.00","17,433.00",76.2,6.86,9,95.99,95.44,"4,020,423.00","38,428.00",0,"1,933.00","13,691.00","17,397.00",78.7,7.08,9,96,95.37,"4,012,107.00","26,912.00",0
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2023,"9,293.00","19,965.00","53,109.00",37.6,2.15,5.71,300.48,220.92,"159,209,406.00","23,666,325.00","29,536,127.00","9,172.00","19,965.00","53,109.00",37.6,2.18,5.79,297.78,220.92,"153,979,423.00","22,507,876.00","29,536,127.00",61,0,0,0,0,0,508.84,0,"2,636,603.00","944,395.00",0,60,0,0,0,0,0,501.12,0,"2,593,380.00","214,054.00",0
Titan Airways,2023,139,"1,280.00","3,604.00",35.5,9.21,25.93,"3,594.80","2,866.65","11,497,266.00","7,502,880.00",0,11,61,660,9.2,5.55,60,"1,821.82","1,422.36","394,922.00",0,0,66,651,"1,380.00",47.2,9.86,20.91,"3,654.24","2,659.84","5,509,922.00","3,995,928.00",0,62,568,"1,564.00",36.3,9.16,25.23,"3,846.08","3,258.79","5,592,422.00","3,506,952.00",0
Tradewind Aviation,2023,"13,675.00","66,893.00","109,402.00",61.1,4.89,8,214.66,209.88,"47,707,850.00",0,0,"7,184.00","29,633.00","57,474.00",51.6,4.12,8,216.3,209.64,"25,254,700.00",0,0,"3,250.00","18,287.00","26,000.00",70.3,5.63,8,212.38,209.52,"11,245,800.00",0,0,"3,241.00","18,973.00","25,928.00",73.2,5.85,8,213.33,210.62,"11,207,350.00",0,0
Transportes Aereos Mercantiles Panamericanos S.A,2023,"6,290.00",0,0,0,0,0,"1,732.48",0,"831,903,820.00","587,973,096.00",0,3,0,0,0,0,0,731.33,0,"429,000.00","139,544.00",0,"3,113.00",0,0,0,0,0,"1,874.82",0,"411,188,140.00","211,622,253.00",0,"3,174.00",0,0,0,0,0,"1,593.83",0,"420,286,680.00","376,211,299.00",0
Tropic Ocean Airways LLC,2023,"7,785.00","25,071.00","62,283.00",40.3,3.22,8,95.4,91.99,"23,899,950.00","9,390.00",0,"2,348.00","3,453.00","18,787.00",18.4,1.47,8,75.79,94.11,"7,208,360.00",0,0,"2,745.00","10,434.00","21,960.00",47.5,3.8,8,104.54,92.35,"8,427,150.00","9,390.00",0,"2,692.00","11,184.00","21,536.00",51.9,4.15,8,103.18,91,"8,264,440.00",0,0
Turk Hava Yollari A.O.,2023,"13,775.00","3,422,134.00","4,014,863.00",85.2,248.43,291.46,"5,601.71","5,774.98","1,846,023,880.00","351,097,873.00",0,136,"1,484.00","3,541.00",41.9,10.91,26.04,749.32,528.82,"29,048,959.00","10,832,881.00",0,"6,821.00","1,662,822.00","2,007,497.00",82.8,243.78,294.31,"5,655.77","5,781.97","909,508,316.00","145,880,667.00",0,"6,818.00","1,757,828.00","2,003,825.00",87.7,257.82,293.9,"5,644.41","5,772.80","907,466,605.00","194,384,325.00",0
USA Jet Airlines Inc.,2023,"4,921.00",0,954,0,0,0.19,711.66,0,"151,588,822.00","18,807,987.00",0,"3,869.00",0,828,0,0,0.21,739.13,0,"114,100,822.00","13,985,147.00",0,524,0,54,0,0,0.1,730.83,0,"18,696,000.00","2,776,906.00",0,528,0,72,0,0,0.14,491.37,0,"18,792,000.00","2,045,934.00",0
Unijet,2023,20,41,280,14.6,2.05,14,"3,950.30","4,019.37","56,060.00",0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,140,20,2.8,14,"3,909.80","4,067.89","28,030.00",0,0,10,13,140,9.3,1.3,14,"3,990.80","3,914.85","28,030.00",0,0
United Air Lines Inc.,2023,"910,687.00","134,500,774.00","160,406,458.00",83.8,147.69,176.14,"1,491.75","1,709.41","42,885,084,890.00","1,385,712,976.00","141,379,748.00","725,563.00","103,287,859.00","122,827,400.00",84.1,142.36,169.29,"1,115.81","1,199.24","31,257,089,708.00","340,217,265.00","85,756,012.00","92,634.00","15,602,515.00","18,819,510.00",82.9,168.43,203.16,"2,965.73","3,394.41","5,769,653,796.00","345,741,074.00","28,544,830.00","92,490.00","15,610,400.00","18,759,548.00",83.2,168.78,202.83,"2,964.63","3,400.81","5,858,341,386.00","699,754,637.00","27,078,906.00"
United Parcel Service,2023,"157,082.00",0,0,0,0,0,"1,180.49",0,"18,877,568,128.00","8,852,653,123.00","303,215,197.00","138,376.00",0,0,0,0,0,958.4,0,"16,123,479,083.00","6,955,008,419.00","303,100,126.00","9,352.00",0,0,0,0,0,"2,893.72",0,"1,261,390,383.00","653,546,569.00",103,"9,354.00",0,0,0,0,0,"2,753.01",0,"1,492,698,662.00","1,244,098,135.00","114,968.00"
Uzbekistan Airways,2023,362,"75,075.00","97,940.00",76.7,207.39,270.55,"6,339.00","6,339.00","34,141,668.00","3,237,465.00",0,0,0,0,0,0,0,0,0,0,0,0,181,"37,072.00","48,870.00",75.9,204.82,270,"6,339.00","6,339.00","17,070,834.00","2,206,213.00",0,181,"38,003.00","49,070.00",77.4,209.96,271.1,"6,339.00","6,339.00","17,070,834.00","1,031,252.00",0
VRG Linhas Aereas S A,2023,"1,562.00","219,379.00","259,620.00",84.5,140.45,166.21,"3,545.50","3,574.01","67,125,960.00",0,0,7,358,516,69.4,51.14,73.71,"1,544.00",185.04,"130,680.00",0,0,771,"108,931.00","128,508.00",84.8,141.29,166.68,"3,563.53","3,590.92","33,323,400.00",0,0,784,"110,090.00","130,596.00",84.3,140.42,166.58,"3,545.64","3,568.30","33,671,880.00",0,0
Venture Travel LLC d/b/a Taquan Air Service,2023,"5,033.00","6,726.00","36,523.00",18.4,1.34,7.26,29.66,12.95,"8,022,000.00","881,014.00","876,196.00","5,033.00","6,726.00","36,523.00",18.4,1.34,7.26,29.66,12.95,"8,022,000.00","881,014.00","876,196.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Via Airlines d/b/a Sterling Airways,2023,804,"14,160.00","36,180.00",39.1,17.61,45,466.85,561.66,"8,286,828.00",0,0,804,"14,160.00","36,180.00",39.1,17.61,45,466.85,561.66,"8,286,828.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vieques Air Link Inc.,2023,"8,177.00","46,875.00","91,745.00",51.1,5.73,11.22,27.02,27.14,"14,718,600.00",0,0,"8,177.00","46,875.00","91,745.00",51.1,5.73,11.22,27.02,27.14,"14,718,600.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Atlantic Airways,2023,"15,792.00","3,423,684.00","4,540,799.00",75.4,216.8,287.54,"4,267.94","4,259.00","1,902,785,174.00","222,837,450.00",0,10,"2,670.00","2,976.00",89.7,267,297.6,305.4,309.15,"1,231,052.00",0,0,"7,909.00","1,720,103.00","2,272,868.00",75.7,217.49,287.38,"4,268.28","4,257.74","952,456,370.00","75,386,035.00",0,"7,873.00","1,700,911.00","2,264,955.00",75.1,216.04,287.69,"4,272.64","4,266.48","949,097,752.00","147,451,415.00",0
VistaJet Limited,2023,"2,664.00","11,956.00","37,301.00",32.1,4.49,14,"4,323.35","4,143.09","7,462,672.00",0,0,11,47,154,30.5,4.27,14,"2,239.18","2,540.28","30,811.00",0,0,"1,254.00","5,564.00","17,556.00",31.7,4.44,14,"4,327.10","4,167.22","3,512,367.00",0,0,"1,399.00","6,345.00","19,591.00",32.4,4.54,14,"4,336.37","4,133.80","3,919,494.00",0,0
Volkswagen AirSevice GmbH dba Volkswagon,2023,51,181,548,33,3.55,10.75,"3,414.51","3,477.92","214,329.00",0,0,11,28,81,34.6,2.55,7.36,"1,169.18","1,238.21","32,228.00",0,0,21,76,245,31,3.62,11.67,"4,197.67","4,183.42","95,690.00",0,0,19,77,222,34.7,4.05,11.68,"3,848.84","3,596.03","86,411.00",0,0
"Vuela Aviacion, S.A.",2023,"1,581.00","201,627.00","261,775.00",77,127.53,165.58,"2,144.08","2,142.15","65,542,684.00","1,476,301.00",0,0,0,0,0,0,0,0,0,0,0,0,790,"101,489.00","130,812.00",77.6,128.47,165.58,"2,144.04","2,144.60","32,752,070.00","290,436.00",0,791,"100,138.00","130,963.00",76.5,126.6,165.57,"2,144.11","2,139.67","32,790,614.00","1,185,865.00",0
Vuela EL Salvador S.A. de C.V.,2023,"2,997.00","403,248.00","557,442.00",72.3,134.55,186,"1,974.75","1,998.05","134,164,900.00",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,498.00","201,674.00","278,628.00",72.4,134.63,186,"1,974.78","2,002.48","67,059,138.00",0,0,"1,499.00","201,574.00","278,814.00",72.3,134.47,186,"1,974.73","1,993.62","67,105,762.00",0,0
Warbelow,2023,"5,851.00","20,309.00","46,305.00",43.9,3.47,7.91,125.78,146.45,"14,547,192.00","503,997.00","179,326.00","5,851.00","20,309.00","46,305.00",43.9,3.47,7.91,125.78,146.45,"14,547,192.00","503,997.00","179,326.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Western Air Charter, Inc.  d/b/a  Jet Edge",2023,"6,653.00","19,388.00","89,282.00",21.7,2.91,13.42,"1,091.56","1,500.63","31,390,930.00",0,0,"5,676.00","15,071.00","76,059.00",19.8,2.66,13.4,993.14,"1,354.10","26,422,240.00",0,0,485,"2,084.00","6,561.00",31.8,4.3,13.53,"1,692.69","2,090.39","2,465,395.00",0,0,492,"2,233.00","6,662.00",33.5,4.54,13.54,"1,634.40","1,939.15","2,503,295.00",0,0
Western Air Ltd,2023,976,"23,381.00","48,800.00",47.9,23.96,50,182,182,"4,675,709.00",0,0,0,0,0,0,0,0,0,0,0,0,0,482,"11,019.00","24,100.00",45.7,22.86,50,182,182,"2,203,565.00",0,0,494,"12,362.00","24,700.00",50,25.02,50,182,182,"2,472,144.00",0,0
Western Global,2023,"1,527.00",0,0,0,0,0,"3,140.95",0,"339,419,730.00","132,891,280.00",0,749,0,0,0,0,0,"1,920.14",0,"165,734,926.00","53,463,773.00",0,390,0,0,0,0,0,"4,360.90",0,"87,089,676.00","24,897,321.00",0,388,0,0,0,0,0,"4,271.37",0,"86,595,128.00","54,530,186.00",0
Westjet,2023,"34,111.00","4,802,336.00","5,426,408.00",88.5,140.79,159.08,"1,388.19","1,434.94","1,331,100,732.00","1,889,940.00",0,2,159,304,52.3,79.5,152,255,291.89,"75,845.00",0,0,"17,036.00","2,405,490.00","2,711,375.00",88.7,141.2,159.16,"1,388.30","1,432.04","664,639,750.00","818,181.00",0,"17,073.00","2,396,687.00","2,714,729.00",88.3,140.38,159.01,"1,388.22","1,437.93","666,385,137.00","1,071,759.00",0
Wright Air Service,2023,"25,173.00","94,778.00","188,263.00",50.3,3.77,7.48,148.65,154.55,"58,166,731.00","6,791,112.00","6,655,739.00","25,173.00","94,778.00","188,263.00",50.3,3.77,7.48,148.65,154.55,"58,166,731.00","6,791,112.00","6,655,739.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xiamen Airlines Co., Ltd.",2023,272,"74,065.00","78,064.00",94.9,272.3,287,"6,964.00","6,964.00","23,917,372.00","5,166,781.00",0,0,0,0,0,0,0,0,0,0,0,0,136,"37,320.00","39,032.00",95.6,274.41,287,"6,964.00","6,964.00","10,683,157.00","1,357,966.00",0,136,"36,745.00","39,032.00",94.1,270.18,287,"6,964.00","6,964.00","13,234,215.00","3,808,815.00",0
ZIPAIR Tokyo Inc.,2023,"1,960.00","429,090.00","568,400.00",75.5,218.92,290,"4,991.36","5,018.35","132,463,117.00","28,906,953.00",0,0,0,0,0,0,0,0,0,0,0,0,980,"211,048.00","284,200.00",74.3,215.36,290,"4,991.36","5,024.74","60,742,087.00","11,820,893.00",0,980,"218,042.00","284,200.00",76.7,222.49,290,"4,991.36","5,012.17","71,721,030.00","17,086,060.00",0
